x_id,x_type,x_name,y_id,y_type,y_name,relation,layer1_att,layer2_att,drug_id,disease_node_id
DB12530,drug,Inebilizumab,14992_30031_13527_15148_15146,disease,lissencephaly,drug_disease,0.0,0.5627718865871429,DB12530,14992_30031_13527_15148_15146
DB12530,drug,Inebilizumab,21879,disease,small cell variant anaplastic large cell lymphoma,drug_disease,0.0,0.5627360418438911,DB12530,21879
DB12530,drug,Inebilizumab,3941,disease,classic variant of chromophobe renal cell carcinoma,drug_disease,0.0,0.5626710057258606,DB12530,3941
DB12530,drug,Inebilizumab,16259,disease,carcinosarcoma of the corpus uteri,drug_disease,0.0,0.5626563206315041,DB12530,16259
DB12530,drug,Inebilizumab,19231,disease,inborn disorder of pentose phosphate metabolism,drug_disease,0.0,0.562623530626297,DB12530,19231
DB12530,drug,Inebilizumab,4951,disease,susceptibility to HIV infection,drug_disease,0.0,0.5623639523983002,DB12530,4951
DB12530,drug,Inebilizumab,1092,disease,colon leiomyoma,drug_disease,0.0,0.5614212825894356,DB12530,1092
DB12530,drug,Inebilizumab,5352,disease,conduct disorder,drug_disease,0.0,0.5614050701260567,DB12530,5352
DB12530,drug,Inebilizumab,12582,disease,interstitial lung disease due to ABCA3 deficiency,drug_disease,0.0,0.5612426772713661,DB12530,12582
DB12530,drug,Inebilizumab,16629,disease,hemorrhagic disorder due to a platelet anomaly,drug_disease,0.0,0.5612348914146423,DB12530,16629
DB12530,drug,Inebilizumab,27068,disease,"mitochondrial complex 1 deficiency, mitochondrial type 1",drug_disease,0.0,0.5608390457928181,DB12530,27068
DB12530,drug,Inebilizumab,100873896,gene/protein,HMGB1P41,drug_protein,0.559037983417511,0.0,DB12530,100873896
DB12530,drug,Inebilizumab,26531,gene/protein,OR11A1,drug_protein,0.4728558249771595,0.0,DB12530,26531
DB12530,drug,Inebilizumab,26212,gene/protein,OR2B6,drug_protein,0.520094046369195,0.0,DB12530,26212
100873896,gene/protein,HMGB1P41,6613,gene/protein,SUMO2,pathway_protein,0.4955103201791644,0.0,100873896,6613
6613,gene/protein,SUMO2,54808,gene/protein,DYM,pathway_protein,0.4359872043132782,0.0,6613,54808
54808,gene/protein,DYM,7592,gene/protein,ZNF41,protein_disease,0.47291281446814537,0.0,54808,7592
100873896,gene/protein,HMGB1P41,8908,gene/protein,GYG2,pathway_protein,0.4711886029690504,0.0,100873896,8908
8908,gene/protein,GYG2,79577,gene/protein,CDC73,pathway_protein,0.5028243800625205,0.0,8908,79577
79577,gene/protein,CDC73,4109,gene/protein,MAGEA10,protein_disease,0.5192355066537857,0.0,79577,4109
79577,gene/protein,CDC73,79165,gene/protein,LENG1,protein_disease,0.4610089287161827,0.0,79577,79165
100873896,gene/protein,HMGB1P41,6629,gene/protein,SNRPB2,pathway_protein,0.5370649993419647,0.0,100873896,6629
6629,gene/protein,SNRPB2,9501,gene/protein,RPH3AL,pathway_protein,0.5057321880012751,0.0,6629,9501
9501,gene/protein,RPH3AL,4109,gene/protein,MAGEA10,protein_disease,0.5292205829173326,0.0,9501,4109
26531,gene/protein,OR11A1,2767,gene/protein,GNA11,pathway_protein,0.5311912670731544,0.0,26531,2767
2767,gene/protein,GNA11,54982,gene/protein,CLN6,pathway_protein,0.5026729144155979,0.0,2767,54982
54982,gene/protein,CLN6,4109,gene/protein,MAGEA10,protein_disease,0.5411012880504131,0.0,54982,4109
26531,gene/protein,OR11A1,26330,gene/protein,GAPDHS,pathway_protein,0.5219261571764946,0.0,26531,26330
26330,gene/protein,GAPDHS,54982,gene/protein,CLN6,pathway_protein,0.4967977465130389,0.0,26330,54982
54982,gene/protein,CLN6,4109,gene/protein,MAGEA10,protein_disease,0.5411012880504131,0.0,54982,4109
26531,gene/protein,OR11A1,26330,gene/protein,GAPDHS,pathway_protein,0.5219261571764946,0.0,26531,26330
26330,gene/protein,GAPDHS,9849,gene/protein,ZNF518A,pathway_protein,0.5272270906716585,0.0,26330,9849
9849,gene/protein,ZNF518A,4109,gene/protein,MAGEA10,protein_disease,0.5277768187224865,0.0,9849,4109
26212,gene/protein,OR2B6,6613,gene/protein,SUMO2,pathway_protein,0.5052544041536748,0.0,26212,6613
6613,gene/protein,SUMO2,54808,gene/protein,DYM,pathway_protein,0.4359872043132782,0.0,6613,54808
54808,gene/protein,DYM,7592,gene/protein,ZNF41,protein_disease,0.47291281446814537,0.0,54808,7592
26212,gene/protein,OR2B6,6629,gene/protein,SNRPB2,pathway_protein,0.5156557485461235,0.0,26212,6629
6629,gene/protein,SNRPB2,9501,gene/protein,RPH3AL,pathway_protein,0.5057321880012751,0.0,6629,9501
9501,gene/protein,RPH3AL,4109,gene/protein,MAGEA10,protein_disease,0.5292205829173326,0.0,9501,4109
26212,gene/protein,OR2B6,2767,gene/protein,GNA11,pathway_protein,0.4888100530952215,0.0,26212,2767
2767,gene/protein,GNA11,54982,gene/protein,CLN6,pathway_protein,0.5026729144155979,0.0,2767,54982
54982,gene/protein,CLN6,4109,gene/protein,MAGEA10,protein_disease,0.5411012880504131,0.0,54982,4109
26212,gene/protein,OR2B6,26330,gene/protein,GAPDHS,pathway_protein,0.5066876886412501,0.0,26212,26330
26330,gene/protein,GAPDHS,54982,gene/protein,CLN6,pathway_protein,0.4967977465130389,0.0,26330,54982
54982,gene/protein,CLN6,4109,gene/protein,MAGEA10,protein_disease,0.5411012880504131,0.0,54982,4109
26212,gene/protein,OR2B6,26330,gene/protein,GAPDHS,pathway_protein,0.5066876886412501,0.0,26212,26330
26330,gene/protein,GAPDHS,9849,gene/protein,ZNF518A,pathway_protein,0.5272270906716585,0.0,26330,9849
9849,gene/protein,ZNF518A,4109,gene/protein,MAGEA10,protein_disease,0.5277768187224865,0.0,9849,4109
100873896,gene/protein,HMGB1P41,81794,gene/protein,ADAMTS10,biological_process_protein,0.5142322201281786,0.0,100873896,81794
81794,gene/protein,ADAMTS10,9501,gene/protein,RPH3AL,biological_process_protein,0.49913997389376163,0.0,81794,9501
9501,gene/protein,RPH3AL,4109,gene/protein,MAGEA10,protein_disease,0.5292205829173326,0.0,9501,4109
100873896,gene/protein,HMGB1P41,403314,gene/protein,APOBEC4,biological_process_protein,0.4880634192377329,0.0,100873896,403314
403314,gene/protein,APOBEC4,2653,gene/protein,GCSH,biological_process_protein,0.5045931497588754,0.0,403314,2653
2653,gene/protein,GCSH,7592,gene/protein,ZNF41,protein_disease,0.4799146503210068,0.0,2653,7592
2653,gene/protein,GCSH,4109,gene/protein,MAGEA10,protein_disease,0.5058589046820998,0.0,2653,4109
100873896,gene/protein,HMGB1P41,81341,gene/protein,OR10W1,biological_process_protein,0.5125968214124441,0.0,100873896,81341
81341,gene/protein,OR10W1,2653,gene/protein,GCSH,biological_process_protein,0.4926017392426729,0.0,81341,2653
2653,gene/protein,GCSH,7592,gene/protein,ZNF41,protein_disease,0.4799146503210068,0.0,2653,7592
2653,gene/protein,GCSH,4109,gene/protein,MAGEA10,protein_disease,0.5058589046820998,0.0,2653,4109
100873896,gene/protein,HMGB1P41,285220,gene/protein,EPHA6,biological_process_protein,0.5165782645344734,0.0,100873896,285220
285220,gene/protein,EPHA6,4556,gene/protein,MT-TE,biological_process_protein,0.49332655826583505,0.0,285220,4556
4556,gene/protein,MT-TE,7592,gene/protein,ZNF41,protein_disease,0.4982635877095163,0.0,4556,7592
4556,gene/protein,MT-TE,4109,gene/protein,MAGEA10,protein_disease,0.4762861058115959,0.0,4556,4109
100873896,gene/protein,HMGB1P41,285220,gene/protein,EPHA6,biological_process_protein,0.5165782645344734,0.0,100873896,285220
285220,gene/protein,EPHA6,54808,gene/protein,DYM,biological_process_protein,0.5212466381490231,0.0,285220,54808
54808,gene/protein,DYM,7592,gene/protein,ZNF41,protein_disease,0.47291281446814537,0.0,54808,7592
100873896,gene/protein,HMGB1P41,89796,gene/protein,NAV1,biological_process_protein,0.5129234744235873,0.0,100873896,89796
89796,gene/protein,NAV1,407055,gene/protein,MIR99A,biological_process_protein,0.47517088800668716,0.0,89796,407055
407055,gene/protein,MIR99A,4109,gene/protein,MAGEA10,protein_disease,0.5549307242035866,0.0,407055,4109
26531,gene/protein,OR11A1,1058,gene/protein,CENPA,biological_process_protein,0.5220882408320904,0.0,26531,1058
1058,gene/protein,CENPA,106480894,gene/protein,RN7SKP197,biological_process_protein,0.5020532705821097,0.0,1058,106480894
106480894,gene/protein,RN7SKP197,4109,gene/protein,MAGEA10,protein_disease,0.5134863425046206,0.0,106480894,4109
26212,gene/protein,OR2B6,81794,gene/protein,ADAMTS10,biological_process_protein,0.5071018789894879,0.0,26212,81794
81794,gene/protein,ADAMTS10,9501,gene/protein,RPH3AL,biological_process_protein,0.49913997389376163,0.0,81794,9501
9501,gene/protein,RPH3AL,4109,gene/protein,MAGEA10,protein_disease,0.5292205829173326,0.0,9501,4109
26212,gene/protein,OR2B6,51062,gene/protein,ATL1,biological_process_protein,0.48504154942929745,0.0,26212,51062
51062,gene/protein,ATL1,2653,gene/protein,GCSH,biological_process_protein,0.5065327314659953,0.0,51062,2653
2653,gene/protein,GCSH,7592,gene/protein,ZNF41,protein_disease,0.4799146503210068,0.0,2653,7592
2653,gene/protein,GCSH,4109,gene/protein,MAGEA10,protein_disease,0.5058589046820998,0.0,2653,4109
26212,gene/protein,OR2B6,3824,gene/protein,KLRD1,biological_process_protein,0.513127944432199,0.0,26212,3824
3824,gene/protein,KLRD1,100419070,gene/protein,NUP210P3,biological_process_protein,0.5098108844831586,0.0,3824,100419070
100419070,gene/protein,NUP210P3,80816,gene/protein,ASXL3,protein_disease,0.5085898097604513,0.0,100419070,80816
26212,gene/protein,OR2B6,2742,gene/protein,GLRA2,biological_process_protein,0.5123599572107196,0.0,26212,2742
2742,gene/protein,GLRA2,154664,gene/protein,ABCA13,biological_process_protein,0.5176305174827576,0.0,2742,154664
154664,gene/protein,ABCA13,25854,gene/protein,FAM149A,protein_disease,0.48901476338505745,0.0,154664,25854
100873896,gene/protein,HMGB1P41,5653,gene/protein,KLK6,molecular_function_protein,0.4907348332926631,0.0,100873896,5653
5653,gene/protein,KLK6,2653,gene/protein,GCSH,molecular_function_protein,0.487992599606514,0.0,5653,2653
2653,gene/protein,GCSH,7592,gene/protein,ZNF41,protein_disease,0.4799146503210068,0.0,2653,7592
2653,gene/protein,GCSH,4109,gene/protein,MAGEA10,protein_disease,0.5058589046820998,0.0,2653,4109
100873896,gene/protein,HMGB1P41,57418,gene/protein,WDR18,molecular_function_protein,0.5380882360041142,0.0,100873896,57418
57418,gene/protein,WDR18,109616959,gene/protein,SNORA80C,molecular_function_protein,0.5056722057051957,0.0,57418,109616959
109616959,gene/protein,SNORA80C,4109,gene/protein,MAGEA10,protein_disease,0.4854365214705467,0.0,109616959,4109
100873896,gene/protein,HMGB1P41,51177,gene/protein,PLEKHO1,molecular_function_protein,0.5343875288963318,0.0,100873896,51177
51177,gene/protein,PLEKHO1,57146,gene/protein,LDAF1,molecular_function_protein,0.48560281842947006,0.0,51177,57146
57146,gene/protein,LDAF1,4109,gene/protein,MAGEA10,protein_disease,0.5424742996692657,0.0,57146,4109
100873896,gene/protein,HMGB1P41,51177,gene/protein,PLEKHO1,molecular_function_protein,0.5343875288963318,0.0,100873896,51177
51177,gene/protein,PLEKHO1,54808,gene/protein,DYM,molecular_function_protein,0.5126922884956002,0.0,51177,54808
54808,gene/protein,DYM,7592,gene/protein,ZNF41,protein_disease,0.47291281446814537,0.0,54808,7592
100873896,gene/protein,HMGB1P41,1509,gene/protein,CTSD,molecular_function_protein,0.4994156421162188,0.0,100873896,1509
1509,gene/protein,CTSD,57146,gene/protein,LDAF1,molecular_function_protein,0.5135023547336459,0.0,1509,57146
57146,gene/protein,LDAF1,4109,gene/protein,MAGEA10,protein_disease,0.5424742996692657,0.0,57146,4109
26531,gene/protein,OR11A1,5653,gene/protein,KLK6,molecular_function_protein,0.509638074785471,0.0,26531,5653
5653,gene/protein,KLK6,2653,gene/protein,GCSH,molecular_function_protein,0.487992599606514,0.0,5653,2653
2653,gene/protein,GCSH,7592,gene/protein,ZNF41,protein_disease,0.4799146503210068,0.0,2653,7592
2653,gene/protein,GCSH,4109,gene/protein,MAGEA10,protein_disease,0.5058589046820998,0.0,2653,4109
26531,gene/protein,OR11A1,5334,gene/protein,PLCL1,molecular_function_protein,0.5203363224864006,0.0,26531,5334
5334,gene/protein,PLCL1,55161,gene/protein,TMEM33,molecular_function_protein,0.4687732495367527,0.0,5334,55161
55161,gene/protein,TMEM33,29948,gene/protein,OSGIN1,protein_disease,0.5256526190787554,0.0,55161,29948
26531,gene/protein,OR11A1,3759,gene/protein,KCNJ2,molecular_function_protein,0.5447955206036568,0.0,26531,3759
3759,gene/protein,KCNJ2,677823,gene/protein,SNORA80E,molecular_function_protein,0.4783065617084503,0.0,3759,677823
677823,gene/protein,SNORA80E,7592,gene/protein,ZNF41,protein_disease,0.5073731271550059,0.0,677823,7592
26531,gene/protein,OR11A1,29113,gene/protein,C6orf15,molecular_function_protein,0.5172663666307926,0.0,26531,29113
29113,gene/protein,C6orf15,245802,gene/protein,MS4A6E,molecular_function_protein,0.4976297579705715,0.0,29113,245802
245802,gene/protein,MS4A6E,4109,gene/protein,MAGEA10,protein_disease,0.48934887256473303,0.0,245802,4109
26212,gene/protein,OR2B6,29113,gene/protein,C6orf15,molecular_function_protein,0.47358665987849236,0.0,26212,29113
29113,gene/protein,C6orf15,245802,gene/protein,MS4A6E,molecular_function_protein,0.4976297579705715,0.0,29113,245802
245802,gene/protein,MS4A6E,4109,gene/protein,MAGEA10,protein_disease,0.48934887256473303,0.0,245802,4109
26212,gene/protein,OR2B6,83752,gene/protein,LONP2,molecular_function_protein,0.5050938203930855,0.0,26212,83752
83752,gene/protein,LONP2,54982,gene/protein,CLN6,molecular_function_protein,0.5277195684611797,0.0,83752,54982
54982,gene/protein,CLN6,4109,gene/protein,MAGEA10,protein_disease,0.5411012880504131,0.0,54982,4109
26212,gene/protein,OR2B6,7052,gene/protein,TGM2,molecular_function_protein,0.5206808336079121,0.0,26212,7052
7052,gene/protein,TGM2,54982,gene/protein,CLN6,molecular_function_protein,0.4756971523165703,0.0,7052,54982
54982,gene/protein,CLN6,4109,gene/protein,MAGEA10,protein_disease,0.5411012880504131,0.0,54982,4109
26212,gene/protein,OR2B6,5019,gene/protein,OXCT1,molecular_function_protein,0.4950817637145519,0.0,26212,5019
5019,gene/protein,OXCT1,245802,gene/protein,MS4A6E,molecular_function_protein,0.5149345966055989,0.0,5019,245802
245802,gene/protein,MS4A6E,4109,gene/protein,MAGEA10,protein_disease,0.48934887256473303,0.0,245802,4109
100873896,gene/protein,HMGB1P41,3493,gene/protein,IGHA1,cellular_component_protein,0.5355486199259758,0.0,100873896,3493
3493,gene/protein,IGHA1,55161,gene/protein,TMEM33,cellular_component_protein,0.48635685443878174,0.0,3493,55161
55161,gene/protein,TMEM33,29948,gene/protein,OSGIN1,protein_disease,0.5256526190787554,0.0,55161,29948
100873896,gene/protein,HMGB1P41,4967,gene/protein,OGDH,cellular_component_protein,0.4795000944286585,0.0,100873896,4967
4967,gene/protein,OGDH,55161,gene/protein,TMEM33,cellular_component_protein,0.5448689833283424,0.0,4967,55161
55161,gene/protein,TMEM33,29948,gene/protein,OSGIN1,protein_disease,0.5256526190787554,0.0,55161,29948
100873896,gene/protein,HMGB1P41,84522,gene/protein,JAGN1,cellular_component_protein,0.5149934533983469,0.0,100873896,84522
84522,gene/protein,JAGN1,2653,gene/protein,GCSH,cellular_component_protein,0.515135838650167,0.0,84522,2653
2653,gene/protein,GCSH,7592,gene/protein,ZNF41,protein_disease,0.4799146503210068,0.0,2653,7592
2653,gene/protein,GCSH,4109,gene/protein,MAGEA10,protein_disease,0.5058589046820998,0.0,2653,4109
100873896,gene/protein,HMGB1P41,84522,gene/protein,JAGN1,cellular_component_protein,0.5149934533983469,0.0,100873896,84522
84522,gene/protein,JAGN1,2334,gene/protein,AFF2,cellular_component_protein,0.48871483094990253,0.0,84522,2334
2334,gene/protein,AFF2,7592,gene/protein,ZNF41,protein_disease,0.5005497252568603,0.0,2334,7592
2334,gene/protein,AFF2,4109,gene/protein,MAGEA10,protein_disease,0.49916612333618104,0.0,2334,4109
26531,gene/protein,OR11A1,3493,gene/protein,IGHA1,cellular_component_protein,0.4840472973883152,0.0,26531,3493
3493,gene/protein,IGHA1,55161,gene/protein,TMEM33,cellular_component_protein,0.48635685443878174,0.0,3493,55161
55161,gene/protein,TMEM33,29948,gene/protein,OSGIN1,protein_disease,0.5256526190787554,0.0,55161,29948
26212,gene/protein,OR2B6,3493,gene/protein,IGHA1,cellular_component_protein,0.4885453414171934,0.0,26212,3493
3493,gene/protein,IGHA1,55161,gene/protein,TMEM33,cellular_component_protein,0.48635685443878174,0.0,3493,55161
55161,gene/protein,TMEM33,29948,gene/protein,OSGIN1,protein_disease,0.5256526190787554,0.0,55161,29948
26531,gene/protein,OR11A1,56157,gene/protein,TEX13A,anatomy_protein,0.5099004991352558,0.0,26531,56157
56157,gene/protein,TEX13A,205272,gene/protein,CNN2P8,anatomy_protein,0.4804099015891552,0.0,56157,205272
205272,gene/protein,CNN2P8,25854,gene/protein,FAM149A,protein_disease,0.5191606171429157,0.0,205272,25854
